id_shade,marca,produto,url_produto,url_imagem,descricao,nome_tom,tom_especifico,espaco_cores,codigo_hex,matiz,saturacao,luminosidade,tom_unificado
1183,mac,studio fix soft matte foundation stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productid=pimprod2009098,https://images.ulta.com/is/image/ulta/2551652sw?$50px$,nw55 (rich mahogany w/ neutral undertones for deep dark skin),,nw55,rgb,#955533,20.8163265306122,0.49,0.392156862745098,nw55
1184,mac,studio fix soft matte foundation stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productid=pimprod2009098,https://images.ulta.com/is/image/ulta/2551646sw?$50px$,nc60 (rich coffee w/ neutral undertone for deep dark skin),,nc60,rgb,#925b37,23.7362637362637,0.45273631840796,0.394117647058824,nc60
1185,mac,studio fix soft matte foundation stick,https://www.ulta.com/studio-fix-soft-matte-foundation-stick?productid=pimprod2009098,https://images.ulta.com/is/image/ulta/2551653sw?$50px$,nw60 (rich espresso w/ red undertones for deep dark skin),,nw60,rgb,#653a29,17.0,0.422535211267606,0.27843137254902,nw60
1186,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564223sw?$tn$,lucia (medium skin tones with neutral to light olive undertones),lucia,,rgb,#df9b6a,25.1282051282051,0.646408839779006,0.645098039215686,lucia
1187,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564225sw?$50px$,porcelain (fairest skin tones with neutral to cool undertones),porcelain,,rgb,#e9cbb3,26.6666666666667,0.551020408163265,0.807843137254902,porcelain
1188,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564221sw?$50px$,biscay (fair to light skin tones with neutral to cool undertones),biscay,,rgb,#d4b08c,30.0,0.455696202531646,0.690196078431373,biscay
1189,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564232sw?$50px$,sand (medium light skin tones with golden undertones),sand,,rgb,#ddad83,28.0,0.569620253164557,0.690196078431373,sand
1190,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564226sw?$50px$,honey (fair to light skin tones with yellow to olive undertones),honey,,rgb,#e2b07a,31.1538461538462,0.641975308641975,0.682352941176471,honey
1191,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564224sw?$50px$,seville (neutral to light olive undertones),seville,,rgb,#d1a580,27.4074074074074,0.468208092485549,0.66078431372549,seville
1192,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564238sw?$50px$,lucerne (light to medium skin tones with neutral undertones),lucerne,,rgb,#d9b192,26.1971830985915,0.482993197278912,0.711764705882353,lucerne
1193,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564231sw?$50px$,marino (light skin tones with neutral undertones),marino,,rgb,#e4ab7e,26.4705882352941,0.653846153846154,0.694117647058824,marino
1194,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564220sw?$50px$,mallorca (medium skin tones with neutral to olive undertones),mallorca,,rgb,#b5845c,26.9662921348315,0.375527426160338,0.535294117647059,mallorca
1195,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564234sw?$50px$,kapua (medium skin tones with a combination olive-gold undertone),kapua,,rgb,#c38469,18.0,0.428571428571429,0.588235294117647,kapua
1196,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564227sw?$50px$,mumbai (medium deep skin tones with golden undertones),mumbai,,rgb,#985e41,20.0,0.400921658986175,0.425490196078431,mumbai
1197,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564229sw?$50px$,cali (medium tan skin tones with warm golden undertones),cali,,rgb,#985a4a,12.3076923076923,0.345132743362832,0.443137254901961,cali
1198,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564230sw?$50px$,punaluu (deep skin tones with warm rose undertones),punaluu,,rgb,#835240,16.1194029850746,0.343589743589744,0.382352941176471,punaluu
1199,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564228sw?$50px$,goa (deep skin tones with warm undertones),goa,,rgb,#6d3e32,12.2033898305085,0.371069182389937,0.311764705882353,goa
1200,au naturale,zero gravity c2p foundation,https://www.ulta.com/zero-gravity-c2p-foundation?productid=pimprod2014523,https://images.ulta.com/is/image/ulta/2564235sw?$50px$,java (deep skin tones with cool undertones),java,,rgb,#603f35,13.953488372093,0.288590604026846,0.292156862745098,java
1201,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543926sw?$tn$,tan (rich medium),tan,,rgb,#f7b892,22.5742574257426,0.863247863247863,0.770588235294118,tan
1202,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543894sw?$50px$,fair (porcelain),fair,,rgb,#fdece1,23.5714285714286,0.875,0.937254901960784,fair
1203,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543898sw?$50px$,light (fair light),light,,rgb,#fae4d2,27.0,0.8,0.901960784313726,light
1204,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543902sw?$50px$,medium (light medium),medium,,rgb,#f9c49a,26.5263157894737,0.88785046728972,0.790196078431373,medium
1205,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543901sw?$50px$,medium tan (warm medium),medium tan,,rgb,#f3c39d,26.5116279069767,0.781818181818182,0.784313725490196,medium tan
1206,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543927sw?$50px$,rich (deep tan),rich,,rgb,#e69664,23.0769230769231,0.722222222222222,0.647058823529412,rich
1207,it cosmetics,your skin but better cc+ airbrush perfecting color correcting setting powder,https://www.ulta.com/your-skin-but-better-cc-airbrush-perfecting-color-correcting-setting-powder?productid=pimprod2005433,https://images.ulta.com/is/image/ulta/2543928sw?$50px$,deep (rich tan),deep,,rgb,#c17a58,19.4285714285714,0.458515283842795,0.550980392156863,deep
1208,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557012sw?$tn$,34n medium neutral (medium skin w/ neutral undertones),medium neutral,34n,rgb,#dfb18f,25.5,0.555555555555555,0.717647058823529,34n
1209,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557015sw?$50px$,13n fair neutral (fair skin w/ neutral undertones),fair neutral,13n,rgb,#ebc8ae,25.5737704918033,0.603960396039604,0.801960784313726,13n
1210,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557025sw?$50px$,22n light neutral (light skin w/ neutral undertones),light neutral,22n,rgb,#ebc8ac,26.6666666666667,0.611650485436893,0.798039215686275,22n
1211,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557029sw?$50px$,27n light-medium neutral (light to medium skin w/ neutral undertones),light-medium neutral,27n,rgb,#d8b091,26.1971830985915,0.476510067114094,0.707843137254902,27n
1212,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557010sw?$50px$,44s tan sand (tan skin w/ yellow undertones),tan sand,44s,rgb,#d49860,28.9655172413793,0.574257425742574,0.603921568627451,44s
1213,tarte,travel size babassu foundcealer skincare foundation broad spectrum spf 20,https://www.ulta.com/travel-size-babassu-foundcealer-skincare-foundation-broad-spectrum-spf-20?productid=pimprod2014095,https://images.ulta.com/is/image/ulta/2557019sw?$50px$,52n deep neutral (deep skin w/ neutral undertones),deep neutral,52n,rgb,#8b5333,21.8181818181818,0.463157894736842,0.372549019607843,52n
1214,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557013sw?$tn$,12n fair neutral,fair neutral,12n,rgb,#edcdb5,25.7142857142857,0.608695652173913,0.819607843137255,12n
1215,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557014sw?$50px$,22n light neutral,light neutral,22n,rgb,#eabfa2,24.1666666666667,0.631578947368421,0.776470588235294,22n
1216,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557024sw?$50px$,29n light medium neutral,light medium neutral,29n,rgb,#dea889,21.8823529411765,0.562913907284768,0.703921568627451,29n
1217,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557028sw?$50px$,35n medium neutral,medium neutral,35n,rgb,#d79f7a,23.8709677419355,0.53757225433526,0.66078431372549,35n
1218,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557026sw?$50px$,47s tan deep sand,tan deep sand,47s,rgb,#c48a65,23.3684210526316,0.446009389671362,0.582352941176471,47s
1219,tarte,travel size face tape foundation,https://www.ulta.com/travel-size-face-tape-foundation?productid=pimprod2012651,https://images.ulta.com/is/image/ulta/2557023sw?$50px$,53g deep golden,deep golden,53g,rgb,#af7245,25.4716981132075,0.434426229508197,0.47843137254902,53g
1220,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306184sw?$tn$,fair 01 (for very fair neutral skin w/ peach undertones),fair,01,rgb,#fbcdb0,23.2,0.903614457831325,0.837254901960784,01
1221,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549265sw?$50px$,porcelain 0.5 (for very fair cool skin w/ pink undertones),porcelain,0.5,rgb,#fcc8b2,17.8378378378378,0.925,0.843137254901961,0.5
1222,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549264sw?$50px$,ivory 2 (for very fair warm skin w/ yellow undertones),ivory,2,rgb,#fdcfae,25.0632911392405,0.951807228915663,0.837254901960784,2
1223,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306187sw?$50px$,aspen 04 (for fair neutral skin w/ subtle pink undertones),aspen,04,rgb,#ecb591,23.7362637362637,0.705426356589147,0.747058823529412,04
1224,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306188sw?$50px$,sateen 05 (for fair cool skin w/ pink undertones),sateen,05,rgb,#e6b295,21.4814814814815,0.618320610687023,0.743137254901961,05
1225,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306189sw?$50px$,cashmere 06 (for fair neutral skin w/ subtle yellow undertones),cashmere,06,rgb,#f7c39d,25.3333333333333,0.849056603773585,0.792156862745098,06
1226,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306190sw?$50px$,warm light 07 (for fair warm skin w/ yellow undertones),warm light,07,rgb,#f5c59d,27.2727272727273,0.814814814814815,0.788235294117647,07
1227,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549266sw?$50px$,shell 7.5 (for very light cool skin w/ pink undertones),shell,7.5,rgb,#e6a996,14.25,0.615384615384615,0.745098039215686,7.5
1228,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306191sw?$50px$,golden ivory 08 (for very light warm skin w/ yellow undertones),golden ivory,08,rgb,#f4c398,28.0434782608696,0.807017543859649,0.776470588235294,08
1229,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306192sw?$50px$,light natural 09 (for very light warm skin w/ subtle peach undertones),light natural,09,rgb,#dcac88,25.7142857142857,0.545454545454545,0.698039215686274,09
1230,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549268sw?$50px$,flax 9.5 (for light cool skin w/ pink undertones),flax,9.5,rgb,#d9ac95,20.2941176470588,0.472222222222222,0.717647058823529,9.5
1231,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306193sw?$50px$,cool beige 10 (for medium cool skin w/ pink undertones),cool beige,10,rgb,#d8a381,23.448275862069,0.527272727272727,0.676470588235294,10
1232,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549267sw?$50px$,linen 10.5 (for medium cool skin w/ subtle peach undertones),linen,10.5,rgb,#d19f84,21.038961038961,0.455621301775148,0.668627450980392,10.5
1233,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306194sw?$50px$,natural 11 (for light neutral skin w/ subtle pink undertones),natural,11,rgb,#e7a984,22.4242424242424,0.673469387755102,0.711764705882353,11
1234,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306195sw?$50px$,warm natural 12 (for light warm skin w/ yellow undertones),warm natural,12,rgb,#dd9f7a,22.4242424242424,0.592814371257485,0.672549019607843,12
1235,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306196sw?$50px$,golden nude 13 (for very light neutral skin w/ subtle yellow undertones),golden nude,13,rgb,#ebab7f,24.4444444444444,0.72972972972973,0.709803921568627,13
1236,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306197sw?$50px$,silk 14 (for very light neutral skin w/ peach undertones),silk,14,rgb,#efaa7d,23.6842105263158,0.780821917808219,0.713725490196078,14
1237,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306198sw?$50px$,sandalwood 15 (for light neutral skin w/ subtle yellow undertones),sandalwood,15,rgb,#dc9c70,24.4444444444444,0.606741573033708,0.650980392156863,15
1238,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549269sw?$50px$,butterscotch 15.5 (for medium neutral skin w/ peach undertones),butterscotch,15.5,rgb,#dfa97b,27.6,0.609756097560976,0.67843137254902,15.5
1239,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306199sw?$50px$,sandstone 16 (for medium warm skin w/ yellow undertones),sandstone,16,rgb,#e4a176,23.4545454545455,0.670731707317073,0.67843137254902,16
1240,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549270sw?$50px$,fawn 17 (for medium-tan cool skin w/ rosy undertones),fawn,17,rgb,#c3957e,20.0,0.365079365079365,0.629411764705882,17
1241,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306201sw?$50px$,pecan 18 (for medium-tan neutral skin w/ peach undertones),pecan,18,rgb,#db986c,23.7837837837838,0.60655737704918,0.641176470588235,18
1242,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306202sw?$50px$,toffee 19 (for medium-tan warm skin w/ golden undertones),toffee,19,rgb,#d79562,26.1538461538462,0.593908629441624,0.613725490196078,19
1243,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549271sw?$50px$,oak 20 (for tan cool skin w/ rosy undertones),oak,20,rgb,#c88e6f,20.8988764044944,0.447236180904523,0.609803921568628,20
1244,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306204sw?$50px$,sable 21 (for tan warm skin w/ golden undertones),sable,21,rgb,#c4885c,25.3846153846154,0.468468468468468,0.564705882352941,21
1245,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549272sw?$50px$,almond 22 (for tan-dark cool skin w/ rosy undertones),almond,22,rgb,#be8a6f,20.506329113924,0.37799043062201,0.590196078431373,22
1246,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549273sw?$50px$,walnut 23 (for tan-dark neutral skin w/ subtle golden undertones),walnut,23,rgb,#aa673b,23.7837837837838,0.48471615720524,0.449019607843137,23
1247,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549274sw?$50px$,latte 24 (for tan-dark warm skin w/ golden undertones),latte,24,rgb,#b26c32,27.1875,0.56140350877193,0.447058823529412,24
1248,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549275sw?$50px$,maple 24.5 (for dark cool skin w/ red undertones),maple,24.5,rgb,#aa6638,24.2105263157895,0.504424778761062,0.443137254901961,24.5
1249,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549276sw?$50px$,cinnamon 25 (for dark neutral skin w/ subtle golden undertones),cinnamon,25,rgb,#b56729,26.5714285714286,0.630630630630631,0.435294117647059,25
1250,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306209sw?$50px$,chai 26 (for dark warm skin w/ golden undertones),chai,26,rgb,#9e613b,23.030303030303,0.456221198156682,0.425490196078431,26
1251,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549277sw?$50px$,espresso 27 (for deep cool skin w/ red undertones),espresso,27,rgb,#8c5833,24.9438202247191,0.465968586387435,0.374509803921569,27
1252,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306212sw?$50px$,truffle 29 (for deep neutral skin w/ golden undertones),truffle,29,rgb,#855637,23.8461538461538,0.414893617021277,0.368627450980392,29
1253,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2306213sw?$50px$,cocoa 30 (for very deep neutral skin w/ subtle red undertones),cocoa,30,rgb,#764d31,24.3478260869565,0.413173652694611,0.327450980392157,30
1254,bareminerals,barepro performance wear powder foundation,https://www.ulta.com/barepro-performance-wear-powder-foundation?productid=xlsimpprod14411013,https://images.ulta.com/is/image/ulta/2549278sw?$50px$,mocha 31 (for very deep cool skin w/ red undertones),mocha,31,rgb,#8e441e,20.3571428571429,0.651162790697674,0.337254901960784,31
1255,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160689?$tn$,03 light,light,03,rgb,#f3f3f0,60.0,0.111111111111111,0.947058823529412,03
1256,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160686?$sm$,01 fair,fair,01,rgb,#f4f3f1,40.0,0.12,0.950980392156863,01
1257,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160687?$sm$,02 neutral fair,neutral fair,02,rgb,#f4f3f1,40.0,0.12,0.950980392156863,02
1258,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160688?$sm$,04 neutral,neutral,04,rgb,#f4f3f1,40.0,0.12,0.950980392156863,04
1259,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160690?$sm$,05 medium,medium,05,rgb,#f4f3f2,30.0,0.0833333333333332,0.952941176470588,05
1260,clinique,almost powder makeup,https://www.ulta.com/almost-powder-makeup?productid=xlsimpprod10791895,https://images.ulta.com/is/image/ulta/2160691?$sm$,06 deep,deep,06,rgb,#f4f3f2,30.0,0.0833333333333332,0.952941176470588,06
1261,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260622sw?$tn$,matte ivory,matte ivory,,rgb,#edc0a4,23.013698630137,0.669724770642202,0.786274509803922,matte ivory
1262,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260623sw?$50px$,matte cream,matte cream,,rgb,#e8c1a2,26.5714285714286,0.603448275862069,0.772549019607843,matte cream
1263,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260625?$sm$,matte neutral,matte neutral,,rgb,#f9f9f8,60.0,0.0769230769230769,0.974509803921569,matte neutral
1264,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260626sw?$50px$,matte medium,matte medium,,rgb,#dcb390,27.6315789473684,0.52054794520548,0.713725490196078,matte medium
1265,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260624sw?$50px$,matte beige,matte beige,,rgb,#e8bd9a,26.9230769230769,0.629032258064516,0.756862745098039,matte beige
1266,clinique,superpowder double face makeup,https://www.ulta.com/superpowder-double-face-makeup?productid=xlsimpprod10791897,https://images.ulta.com/is/image/ulta/2260627sw?$50px$,matte honey,matte honey,,rgb,#e4b190,23.5714285714286,0.608695652173913,0.729411764705882,matte honey
1267,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291647sw?$tn$,"02 alabaster (very fair, cool-neutral undertones)",alabaster,02,rgb,#e3b58c,28.2758620689655,0.608391608391608,0.719607843137255,02
1268,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2503904sw?$50px$,"0.25 dune (very fair, cool-neutral undertones)",dune,0.25,rgb,#fbeed9,37.0588235294118,0.809523809523809,0.917647058823529,0.25
1269,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291648sw?$50px$,"04 cream whip (very fair, cool-neutral undertones)",cream whip,04,rgb,#e8bd99,27.3417721518987,0.632,0.754901960784314,04
1270,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291649sw?$50px$,"06 ivory (very fair, cool-neutral undertones)",ivory,06,rgb,#e5bd9f,25.7142857142857,0.573770491803279,0.76078431372549,06
1271,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291650sw?$50px$,"0.5 breeze (very fair, cool-neutral undertones)",breeze,0.5,rgb,#f7c9b2,20.0,0.811764705882353,0.833333333333333,0.5
1272,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291651sw?$50px$,"07 cream chamois (very fair, cool-neutral undertones)",cream chamois,07,rgb,#deb192,24.4736842105263,0.535211267605634,0.72156862745098,07
