id_shade,marca,produto,url_produto,url_imagem,descricao,nome_tom,tom_especifico,espaco_cores,codigo_hex,matiz,saturacao,luminosidade,tom_unificado
1273,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291652sw?$50px$,"08 golden neutral (moderately fair, warm-neutral undertones)",golden neutral,08,rgb,#e2b185,28.3870967741936,0.615894039735099,0.703921568627451,08
1274,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291653sw?$50px$,"09 neutral (moderately fair, cool-neutral undertones)",neutral,09,rgb,#ddab86,25.5172413793103,0.561290322580645,0.696078431372549,09
1275,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291654sw?$50px$,"11 honey (moderately fair, cool-neutral undertones)",honey,11,rgb,#dba879,28.7755102040816,0.576470588235294,0.666666666666667,11
1276,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291656sw?$50px$,"18 sand (medium, cool-neutral undertones)",sand,18,rgb,#c89b71,28.9655172413793,0.441624365482233,0.613725490196078,18
1277,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291658sw?$50px$,"24 golden (deep, warm-neutral undertones)",golden,24,rgb,#b3743e,27.6923076923077,0.485477178423237,0.472549019607843,24
1278,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2291657sw?$50px$,ginger,ginger,,rgb,#bf7b43,27.0967741935484,0.492063492063492,0.505882352941176,ginger
1279,clinique,beyond perfecting powder foundation + concealer,https://www.ulta.com/beyond-perfecting-powder-foundation-concealer?productid=xlsimpprod12991071,https://images.ulta.com/is/image/ulta/2503902sw?$50px$,"26 amber (deep, warm-neutral undertones)",amber,26,rgb,#995d2a,27.5675675675676,0.569230769230769,0.382352941176471,26
1280,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536603sw?$tn$,tan neutral,tan neutral,,rgb,#d49572,21.4285714285714,0.532608695652174,0.63921568627451,tan neutral
1281,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536594sw?$50px$,fair warm,fair warm,,rgb,#f8e7d7,29.0909090909091,0.702127659574468,0.907843137254902,fair warm
1282,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536590sw?$50px$,fair cool,fair cool,,rgb,#f6cfa7,30.379746835443,0.814432989690722,0.809803921568627,fair cool
1283,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536595sw?$50px$,fair to light neutral,fair to light neutral,,rgb,#fdebd1,35.4545454545455,0.916666666666667,0.905882352941176,fair to light neutral
1284,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536593sw?$50px$,light to medium cool,light to medium cool,,rgb,#e6c3a7,26.6666666666667,0.557522123893805,0.77843137254902,light to medium cool
1285,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536592sw?$50px$,medium warm,medium warm,,rgb,#efcca6,31.2328767123288,0.695238095238095,0.794117647058823,medium warm
1286,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536599sw?$50px$,medium neutral,medium neutral,,rgb,#eab994,25.8139534883721,0.671875,0.749019607843137,medium neutral
1287,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536589sw?$50px$,medium to tan warm,medium to tan warm,,rgb,#e4c0a0,28.2352941176471,0.557377049180328,0.76078431372549,medium to tan warm
1288,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536602sw?$50px$,tan cool,tan cool,,rgb,#e8b096,19.0243902439024,0.640625,0.749019607843137,tan cool
1289,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536601sw?$50px$,tan dark cool,tan dark cool,,rgb,#e7a176,22.8318584070796,0.701863354037267,0.684313725490196,tan dark cool
1290,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536598sw?$50px$,dark warm,dark warm,,rgb,#ddaa90,20.2597402597403,0.531034482758621,0.715686274509804,dark warm
1291,ulta,mineral powder foundation,https://www.ulta.com/mineral-powder-foundation?productid=pimprod2005369,https://images.ulta.com/is/image/ulta/2536597sw?$50px$,dark cool,dark cool,,rgb,#bf7e68,15.1724137931035,0.404651162790698,0.57843137254902,dark cool
1292,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541270sw?$tn$,opal 01 (very fair cool skin w/ pink undertones),opal,01,rgb,#f3c1a6,21.038961038961,0.762376237623762,0.801960784313726,01
1293,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541305sw?$50px$,birch 1.5 (fair warm skin w/ yellow undertones),birch,1.5,rgb,#fcd0af,25.7142857142857,0.927710843373494,0.837254901960784,1.5
1294,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541271sw?$50px$,vanilla 02 (very fair neutral skin w/ peach undertones),vanilla,02,rgb,#eeb38f,22.7368421052632,0.736434108527132,0.747058823529412,02
1295,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541273sw?$50px$,buttercream 03 (very light warm skin yellow undertones),buttercream,03,rgb,#fbc79b,27.5,0.923076923076923,0.796078431372549,03
1296,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541275sw?$50px$,cashew 3.5 (light neutral skin w/ peach undertones),cashew,3.5,rgb,#e6b9a2,20.2941176470588,0.576271186440678,0.768627450980392,3.5
1297,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541196sw?$50px$,suede 04 (medium-tan cool skin w/ rosy undertones),suede,04,rgb,#d9a58d,18.9473684210526,0.5,0.701960784313725,04
1298,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541198sw?$50px$,wheat 4.5 (medium cool skin w/ pink undertones),wheat,4.5,rgb,#daa585,22.5882352941176,0.534591194968553,0.688235294117647,4.5
1299,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541194sw?$50px$,natural 05 (medium-tan neutral skin w/ peach undertones),natural,05,rgb,#edb497,20.2325581395349,0.704918032786885,0.76078431372549,05
1300,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541201sw?$50px$,bamboo 5.5 (light warm skin w/ yellow undertones),bamboo,5.5,rgb,#eebe95,27.6404494382022,0.723577235772358,0.758823529411765,5.5
1301,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541195sw?$50px$,ginger 06 (medium warm skin w/ yellow undertones),ginger,06,rgb,#daac87,26.7469879518072,0.528662420382166,0.692156862745098,06
1302,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541302sw?$50px$,desert 6.5 (tan neutral skin w/ peach undertones),desert,6.5,rgb,#d79c72,24.9504950495049,0.558011049723757,0.645098039215686,6.5
1303,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541298sw?$50px$,tan 07 (tan cool skin w/ rosy undertones),tan,07,rgb,#d79371,20.0,0.560439560439561,0.643137254901961,07
1304,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541295sw?$50px$,dune 7.5 (medium-tan warm skin w/ golden undertones),dune,7.5,rgb,#cd9568,26.7326732673267,0.502487562189055,0.605882352941176,7.5
1305,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541303sw?$50px$,spice 08 (tan warm skin w/ golden undertones),spice,08,rgb,#e2a272,25.7142857142857,0.658823529411765,0.666666666666667,08
1306,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541304sw?$50px$,terra 8.5 (tan-dark warm skin w/ golden undertones),terra,8.5,rgb,#b17953,24.2553191489362,0.376,0.509803921568627,8.5
1307,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541282sw?$50px$,chestnut 09 (dark neutral skin w/ peach undertones),chestnut,09,rgb,#996a46,26.0240963855422,0.37219730941704,0.437254901960784,09
1308,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541280sw?$50px$,sienna 10 (deep cool skin w/ red undertones),sienna,10,rgb,#844d32,19.7560975609756,0.450549450549451,0.356862745098039,10
1309,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541285sw?$50px$,cinnamon 10.5 (deep warm skin w/ golden undertones),cinnamon,10.5,rgb,#86563f,19.4366197183099,0.360406091370558,0.386274509803922,10.5
1310,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541288sw?$50px$,cedar 11 (very deep cool skin w/ red undertones),cedar,11,rgb,#71422b,19.7142857142857,0.448717948717949,0.305882352941176,11
1311,bareminerals,complexion rescue hydrating foundation stick broad spectrum spf 25,https://www.ulta.com/complexion-rescue-hydrating-foundation-stick-broad-spectrum-spf-25?productid=pimprod2004176,https://images.ulta.com/is/image/ulta/2541290sw?$50px$,mahogany 11.5 (very deep neutral skin w/ peach undertones),mahogany,11.5,rgb,#674036,12.2448979591837,0.312101910828025,0.307843137254902,11.5
1312,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544923sw?$tn$,golden glow (medium w/ strong gold undertones),golden glow,,rgb,#f1c699,30.6818181818182,0.758620689655172,0.772549019607843,golden glow
1313,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544932sw?$50px$,ivory (fair w/ neutral undertones),ivory,,rgb,#efe3d8,28.695652173913,0.418181818181818,0.892156862745098,ivory
1314,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544928sw?$50px$,bisque (fair w/ light gold undertones),bisque,,rgb,#f3d7b9,31.0344827586207,0.707317073170732,0.83921568627451,bisque
1315,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544926sw?$50px$,warm silk (light w/ gold undertones),warm silk,,rgb,#e2bf9b,30.4225352112676,0.550387596899225,0.747058823529412,warm silk
1316,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544930sw?$50px$,light beige (light w/ pink/beige undertones),light beige,,rgb,#ddb59a,24.1791044776119,0.496296296296296,0.735294117647059,light beige
1317,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544920sw?$50px$,satin (medium light w/ peach undertones),satin,,rgb,#e2bfa3,26.6666666666667,0.520661157024793,0.762745098039216,satin
1318,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544919sw?$50px$,amber (medium light w/ gold undertones),amber,,rgb,#fbd5b0,29.6,0.903614457831325,0.837254901960784,amber
1319,jane iredale,purepressed base mineral foundation refill,https://www.ulta.com/purepressed-base-mineral-foundation-refill?productid=pimprod2004116,https://images.ulta.com/is/image/ulta/2544927sw?$50px$,radiant (medium light w/ neutral undertones),radiant,,rgb,#e7c4a4,28.6567164179104,0.582608695652174,0.774509803921569,radiant
